customerID,churn_probability,risk_band,recommended_action
6352-giggq,0.0927,Low,No action required
3635-qqrqd,0.0511,Low,No action required
6771-xwbdm,0.6145,Medium,Send personalized engagement email
2897-dovnd,0.8295,High,Offer retention discount immediately
3082-yvekw,0.169,Low,No action required
0191-equuh,0.1283,Low,No action required
7134-hbpbs,0.124,Low,No action required
3489-hhpfy,0.8709,High,Offer retention discount immediately
2926-jejjc,0.0834,Low,No action required
8601-qacrs,0.6082,Medium,Send personalized engagement email
4950-bdeux,0.3726,Low,No action required
5789-ldfxo,0.1048,Low,No action required
0508-oolto,0.8142,High,Offer retention discount immediately
2984-tbyku,0.0886,Low,No action required
9822-wmwvg,0.6788,Medium,Send personalized engagement email
2391-soori,0.5577,Medium,Send personalized engagement email
9040-kzvwo,0.1386,Low,No action required
2645-qtlmb,0.8734,High,Offer retention discount immediately
4806-hipdw,0.9168,High,Offer retention discount immediately
1548-aragg,0.5758,Medium,Send personalized engagement email
6339-rzcbj,0.1428,Low,No action required
4424-tkopw,0.8918,High,Offer retention discount immediately
4415-wngvr,0.2227,Low,No action required
2522-ahjxr,0.5469,Medium,Send personalized engagement email
0412-uccnp,0.2277,Low,No action required
1816-flzdk,0.664,Medium,Send personalized engagement email
7096-uclnh,0.5832,Medium,Send personalized engagement email
8443-zrdbz,0.8395,High,Offer retention discount immediately
9136-alybr,0.6959,Medium,Send personalized engagement email
4615-pivvu,0.1438,Low,No action required
8885-qsqbx,0.676,Medium,Send personalized engagement email
7479-nitws,0.8426,High,Offer retention discount immediately
8617-enbds,0.7735,High,Offer retention discount immediately
9385-nxkda,0.0483,Low,No action required
0430-ihcdj,0.6255,Medium,Send personalized engagement email
2959-mjhic,0.858,High,Offer retention discount immediately
6674-kvjhg,0.1356,Low,No action required
1814-dkolc,0.4551,Medium,Send personalized engagement email
4201-jmngr,0.8821,High,Offer retention discount immediately
9351-hxdmr,0.1095,Low,No action required
3537-hpkqt,0.455,Medium,Send personalized engagement email
2129-alkbs,0.4368,Medium,Send personalized engagement email
5821-mmeil,0.0515,Low,No action required
5960-wpxqm,0.9221,High,Offer retention discount immediately
0684-aosih,0.9219,High,Offer retention discount immediately
8260-ngfny,0.6482,Medium,Send personalized engagement email
1309-xgfsn,0.2435,Low,No action required
1866-rzzqs,0.7644,High,Offer retention discount immediately
6968-urwqu,0.1884,Low,No action required
4742-txuex,0.0379,Low,No action required
9631-xeyke,0.6051,Medium,Send personalized engagement email
8631-nbhfz,0.1208,Low,No action required
1335-mxcse,0.1229,Low,No action required
8873-tmkgr,0.0264,Low,No action required
8800-joocf,0.8193,High,Offer retention discount immediately
1469-lbjqj,0.6748,Medium,Send personalized engagement email
4958-xcbdq,0.7571,High,Offer retention discount immediately
8337-upoaq,0.8754,High,Offer retention discount immediately
0064-yijgf,0.5062,Medium,Send personalized engagement email
2386-owury,0.6474,Medium,Send personalized engagement email
1725-iqniy,0.4046,Medium,Send personalized engagement email
0310-vqxam,0.2602,Low,No action required
6598-rffvi,0.0609,Low,No action required
3453-rthjq,0.8004,High,Offer retention discount immediately
6712-oawrh,0.7666,High,Offer retention discount immediately
6278-fepbz,0.2472,Low,No action required
4280-dlshd,0.5008,Medium,Send personalized engagement email
1508-dfxcu,0.8133,High,Offer retention discount immediately
8614-vgmmv,0.6351,Medium,Send personalized engagement email
7868-bgsza,0.2916,Low,No action required
2800-qquso,0.7292,High,Offer retention discount immediately
2930-uotmb,0.26,Low,No action required
7973-dzrkh,0.1354,Low,No action required
5914-dvbwj,0.7839,High,Offer retention discount immediately
7698-yfgez,0.5832,Medium,Send personalized engagement email
2533-qvmsk,0.353,Low,No action required
9773-peqbz,0.7636,High,Offer retention discount immediately
8644-xlfbw,0.9139,High,Offer retention discount immediately
0650-bwozn,0.731,High,Offer retention discount immediately
8625-azyzy,0.8061,High,Offer retention discount immediately
7785-rdvig,0.2577,Low,No action required
9602-wcxpi,0.0543,Low,No action required
2903-yytbw,0.726,High,Offer retention discount immediately
3620-mwjne,0.6919,Medium,Send personalized engagement email
8573-jgczw,0.0799,Low,No action required
6837-haevo,0.3888,Low,No action required
6701-yvnqg,0.0483,Low,No action required
9306-cpcbc,0.8395,High,Offer retention discount immediately
4304-xumgi,0.1626,Low,No action required
9504-yazwb,0.055,Low,No action required
8819-zbyna,0.4157,Medium,Send personalized engagement email
6174-nrbtz,0.1578,Low,No action required
9481-iebzy,0.3815,Low,No action required
1833-vgrum,0.9263,High,Offer retention discount immediately
6137-nicco,0.8389,High,Offer retention discount immediately
9065-zcpqx,0.0478,Low,No action required
6402-ejmwf,0.5983,Medium,Send personalized engagement email
3620-ehimz,0.0572,Low,No action required
3213-vvolg,0.1687,Low,No action required
6870-ecshe,0.0817,Low,No action required
8747-udcoi,0.0483,Low,No action required
8374-xgejj,0.7713,High,Offer retention discount immediately
2656-tabeh,0.9074,High,Offer retention discount immediately
6946-lmsqs,0.3413,Low,No action required
4626-ozdtj,0.1587,Low,No action required
9169-bsvin,0.5811,Medium,Send personalized engagement email
2325-zusfd,0.1163,Low,No action required
8194-peeby,0.0497,Low,No action required
6872-hxfnf,0.1135,Low,No action required
3932-cmdtd,0.6166,Medium,Send personalized engagement email
7714-yxsmb,0.6656,Medium,Send personalized engagement email
8387-ugusu,0.2027,Low,No action required
1080-bwsye,0.0994,Low,No action required
4039-heunw,0.7435,High,Offer retention discount immediately
1194-hvaif,0.5508,Medium,Send personalized engagement email
0812-wuptb,0.8344,High,Offer retention discount immediately
3594-uvona,0.138,Low,No action required
0004-tlhlj,0.8395,High,Offer retention discount immediately
1767-tgtko,0.5951,Medium,Send personalized engagement email
8439-ltugf,0.2856,Low,No action required
8805-jnraz,0.6161,Medium,Send personalized engagement email
5089-ifsdp,0.4157,Medium,Send personalized engagement email
6418-hnfed,0.118,Low,No action required
0206-oyvoc,0.0419,Low,No action required
7291-cdtmj,0.6351,Medium,Send personalized engagement email
7128-ggcno,0.4634,Medium,Send personalized engagement email
0237-yfutl,0.6019,Medium,Send personalized engagement email
7691-kgkgp,0.2829,Low,No action required
6710-hsjrd,0.6292,Medium,Send personalized engagement email
3675-eqoza,0.2907,Low,No action required
0840-dcnze,0.1231,Low,No action required
1732-fekld,0.3272,Low,No action required
9862-kjtyk,0.3436,Low,No action required
0479-hmswa,0.3968,Low,No action required
5854-ksrbj,0.0446,Low,No action required
0365-bzuwy,0.8134,High,Offer retention discount immediately
4817-vyyws,0.7372,High,Offer retention discount immediately
5701-svcwr,0.6056,Medium,Send personalized engagement email
3129-aaqou,0.0759,Low,No action required
4922-cvpdx,0.1314,Low,No action required
1396-qwfbj,0.5878,Medium,Send personalized engagement email
1357-bijki,0.4608,Medium,Send personalized engagement email
1099-btkwt,0.2148,Low,No action required
5299-sjczt,0.8912,High,Offer retention discount immediately
2018-pzkmu,0.8197,High,Offer retention discount immediately
7340-kefqe,0.1187,Low,No action required
4570-qhxhl,0.6522,Medium,Send personalized engagement email
2403-bcasl,0.4253,Medium,Send personalized engagement email
7392-yypyj,0.8175,High,Offer retention discount immediately
2898-lsjgd,0.2764,Low,No action required
2223-gdshl,0.1297,Low,No action required
7359-ptsxy,0.7622,High,Offer retention discount immediately
9470-rtwdv,0.1706,Low,No action required
2176-osjuv,0.0617,Low,No action required
9348-yvomk,0.6082,Medium,Send personalized engagement email
8104-oskwt,0.8133,High,Offer retention discount immediately
4521-yeehe,0.7683,High,Offer retention discount immediately
4090-kpjip,0.8395,High,Offer retention discount immediately
3786-wovkf,0.1433,Low,No action required
4503-bdxbd,0.6927,Medium,Send personalized engagement email
6086-esgrl,0.8499,High,Offer retention discount immediately
2592-hodov,0.0485,Low,No action required
3886-certz,0.2212,Low,No action required
7995-zhhnz,0.1614,Low,No action required
3824-rhkvr,0.2123,Low,No action required
5816-scgfc,0.52,Medium,Send personalized engagement email
5989-axpuc,0.2961,Low,No action required
4979-hprfl,0.0523,Low,No action required
8590-ohdiw,0.0507,Low,No action required
8015-ihcgw,0.0884,Low,No action required
2332-todqs,0.0766,Low,No action required
9278-vzkcd,0.6457,Medium,Send personalized engagement email
8008-otezx,0.0541,Low,No action required
2773-ovbpk,0.3275,Low,No action required
5999-lcxao,0.664,Medium,Send personalized engagement email
5206-xzzqi,0.5293,Medium,Send personalized engagement email
4803-lbypn,0.1546,Low,No action required
5759-rcvcb,0.6097,Medium,Send personalized engagement email
6372-rfvns,0.8837,High,Offer retention discount immediately
2139-fqhlm,0.5473,Medium,Send personalized engagement email
8261-gwdbq,0.3211,Low,No action required
1093-yswca,0.0806,Low,No action required
8938-umkpi,0.71,High,Offer retention discount immediately
0991-brrfb,0.4932,Medium,Send personalized engagement email
3882-iyoij,0.1994,Low,No action required
8749-tzyec,0.0287,Low,No action required
1755-fzqec,0.0551,Low,No action required
3115-jpjdd,0.1506,Low,No action required
5600-ktxfm,0.7044,High,Offer retention discount immediately
3871-ikpyh,0.9042,High,Offer retention discount immediately
6319-iejwj,0.7768,High,Offer retention discount immediately
9025-aomki,0.8511,High,Offer retention discount immediately
6339-tbelp,0.1092,Low,No action required
7964-yesjc,0.2678,Low,No action required
6173-golsu,0.5523,Medium,Send personalized engagement email
5275-sqeiz,0.8841,High,Offer retention discount immediately
7716-ytyhg,0.1935,Low,No action required
9938-zrehm,0.1438,Low,No action required
7950-xwovn,0.4129,Medium,Send personalized engagement email
4390-kyulv,0.4363,Medium,Send personalized engagement email
4647-muzon,0.6899,Medium,Send personalized engagement email
9702-aiujo,0.1482,Low,No action required
8849-priqj,0.2804,Low,No action required
8851-ragov,0.4521,Medium,Send personalized engagement email
1304-necvq,0.8612,High,Offer retention discount immediately
5396-izepb,0.2602,Low,No action required
1729-vlazj,0.177,Low,No action required
8285-abvlb,0.0483,Low,No action required
0701-tjsef,0.5784,Medium,Send personalized engagement email
5712-vboxd,0.355,Low,No action required
6629-ladhq,0.6114,Medium,Send personalized engagement email
8945-grkhx,0.8739,High,Offer retention discount immediately
1559-dtodc,0.3848,Low,No action required
4797-miwum,0.268,Low,No action required
6959-uwkhf,0.8269,High,Offer retention discount immediately
8720-rqsbj,0.8453,High,Offer retention discount immediately
4537-cibhb,0.07,Low,No action required
3815-slmef,0.5842,Medium,Send personalized engagement email
5154-vekbl,0.3843,Low,No action required
4324-ahjks,0.5171,Medium,Send personalized engagement email
4355-cvpvs,0.1254,Low,No action required
4495-lhssk,0.3518,Low,No action required
5655-jsmzm,0.7309,High,Offer retention discount immediately
5915-anoei,0.1098,Low,No action required
9861-pdszp,0.124,Low,No action required
4505-exzhb,0.7791,High,Offer retention discount immediately
7225-cbzpl,0.8022,High,Offer retention discount immediately
6704-utukk,0.4969,Medium,Send personalized engagement email
4587-vvtox,0.9056,High,Offer retention discount immediately
2019-hdczy,0.3859,Low,No action required
4652-nnhny,0.6387,Medium,Send personalized engagement email
8788-doxsu,0.1332,Low,No action required
7404-jlkqg,0.6723,Medium,Send personalized engagement email
7421-zlupa,0.4884,Medium,Send personalized engagement email
8972-hjwnv,0.8685,High,Offer retention discount immediately
3274-nsdwe,0.0465,Low,No action required
2632-ivxvf,0.2127,Low,No action required
3692-jhonh,0.5327,Medium,Send personalized engagement email
8915-nntrc,0.0886,Low,No action required
5914-gxmda,0.0388,Low,No action required
7463-ifmqu,0.0255,Low,No action required
2920-rncez,0.8272,High,Offer retention discount immediately
2541-ygpke,0.1519,Low,No action required
8515-octjs,0.1325,Low,No action required
5382-temlv,0.38,Low,No action required
3441-cgzjh,0.1711,Low,No action required
9592-erdkv,0.1469,Low,No action required
2860-ranus,0.6802,Medium,Send personalized engagement email
5261-qshqm,0.6631,Medium,Send personalized engagement email
4778-izarl,0.3384,Low,No action required
0432-cajzv,0.8109,High,Offer retention discount immediately
7008-lzvoz,0.0492,Low,No action required
8868-wozgu,0.7631,High,Offer retention discount immediately
1200-tuzhr,0.8159,High,Offer retention discount immediately
9365-cslbq,0.0332,Low,No action required
1334-fjsvr,0.8064,High,Offer retention discount immediately
5884-fbctl,0.0233,Low,No action required
7130-ctcus,0.5003,Medium,Send personalized engagement email
6242-fegfd,0.2134,Low,No action required
7625-xcqrh,0.7934,High,Offer retention discount immediately
6194-hbgqn,0.1166,Low,No action required
7634-wswdb,0.6047,Medium,Send personalized engagement email
6986-ixndm,0.7997,High,Offer retention discount immediately
1731-tviuk,0.873,High,Offer retention discount immediately
2987-bjxik,0.111,Low,No action required
9769-tsbze,0.1861,Low,No action required
0406-bpdvr,0.4663,Medium,Send personalized engagement email
0618-xwmss,0.5114,Medium,Send personalized engagement email
1395-wswxr,0.0583,Low,No action required
6023-gssxw,0.1282,Low,No action required
6752-apnjl,0.3198,Low,No action required
5276-kqwhg,0.8323,High,Offer retention discount immediately
0420-hlgxf,0.7644,High,Offer retention discount immediately
7446-kqiso,0.3546,Low,No action required
9823-ealyc,0.0377,Low,No action required
0582-avcln,0.0551,Low,No action required
5803-nqjzo,0.0612,Low,No action required
2565-jslry,0.6959,Medium,Send personalized engagement email
2607-dhdak,0.0318,Low,No action required
1073-xxczd,0.1063,Low,No action required
0743-hrvff,0.2379,Low,No action required
4006-hkyho,0.0927,Low,No action required
3727-jeztu,0.5832,Medium,Send personalized engagement email
8143-etqti,0.0618,Low,No action required
6689-kxgbo,0.7549,High,Offer retention discount immediately
9667-tktvz,0.6883,Medium,Send personalized engagement email
3657-cogmw,0.5592,Medium,Send personalized engagement email
8570-kljyj,0.134,Low,No action required
7754-ixrmc,0.6847,Medium,Send personalized engagement email
9473-cbzop,0.1278,Low,No action required
2969-wghqo,0.2449,Low,No action required
6615-nggzj,0.8412,High,Offer retention discount immediately
